corporation_id,ds,holiday,lower_window,upper_window
91906,2017-04-16,Easter Sunday,-1,0
91906,2018-04-01,Easter Sunday,-1,0
91906,2019-04-21,Easter Sunday,-1,0
91906,2020-04-12,Easter Sunday,-1,0
91906,2021-04-04,Easter Sunday,-1,0
91906,2022-04-17,Easter Sunday,-1,0
91906,2023-04-09,Easter Sunday,-1,0
91906,2024-03-31,Easter Sunday,-1,0
91906,2025-04-20,Easter Sunday,-1,0
91906,2026-04-05,Easter Sunday,-1,0
91906,2027-03-28,Easter Sunday,-1,0
91906,2028-04-16,Easter Sunday,-1,0
91906,2010-02-07,Superbowl,0,0
91906,2011-02-06,Superbowl,0,0
91906,2012-02-05,Superbowl,0,0
91906,2013-02-03,Superbowl,0,0
91906,2014-02-02,Superbowl,0,0
91906,2015-02-01,Superbowl,0,0
91906,2016-02-07,Superbowl,0,0
91906,2017-02-05,Superbowl,0,0
91906,2018-02-04,Superbowl,0,0
91906,2019-02-03,Superbowl,0,0
91906,2020-02-02,Superbowl,0,0
91906,2021-02-07,Superbowl,0,0
91906,2022-02-13,Superbowl,0,0
91906,2023-02-12,Superbowl,0,0
91906,2024-02-11,Superbowl,0,0
91906,2025-02-09,Superbowl,0,0
91906,2026-02-08,Superbowl,0,0
91906,2027-02-14,Superbowl,0,0
91906,2020-03-21,covid_lockdown_1,0,77
91906,2020-07-09,covid_lockdown_2,0,110
91906,2021-02-13,covid_lockdown_3,0,4
91906,2021-05-28,covid_lockdown_4,0,13
91906,2026-05-25,Memorial Day,-2,0
91906,2027-05-31,Memorial Day,-2,0
91906,2028-05-29,Memorial Day,-2,0
